title,address,access,age,floor,rent,administration,deposit,gratuity,madori,menseki
関口マンション,東京都文京区関口１, 東京メトロ東西線/神楽坂駅 歩8分 ＪＲ中央線/飯田橋駅 歩20分 東京メトロ有楽町線/江戸川橋駅 歩3分 , 築38年 3階建 ,             3階,7.8万円,-,7.8万円,7.8万円,1K,20.06m2
帝国ビル,東京都文京区小石川５, 東京メトロ丸ノ内線/茗荷谷駅 歩8分 都営三田線/白山駅 歩17分 都営三田線/千石駅 歩17分 , 築35年 地下1地上5階建 ,             2階,6.5万円,-,6.5万円,-,1K,20.63m2
アベニーダ目白台,東京都文京区目白台２, 東京メトロ有楽町線/護国寺駅 歩8分 東京メトロ副都心線/雑司が谷駅 歩10分 東京メトロ丸ノ内線/茗荷谷駅 歩16分 , 築29年 6階建 ,             4階,6.9万円,4000円,6.9万円,-,ワンルーム,16.43m2
富田ビル,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩8分 東京メトロ有楽町線/東池袋駅 歩9分 ＪＲ山手線/大塚駅 歩10分 , 築29年 4階建 ,             2階,6万円,-,6万円,6万円,ワンルーム,16.95m2
梨苑マンション,東京都文京区白山３, 東京メトロ丸ノ内線/茗荷谷駅 歩8分 都営三田線/千石駅 歩13分 都営三田線/白山駅 歩16分 , 築42年 3階建 ,             2階,8.8万円,2000円,8.8万円,8.8万円,1K,25.36m2
コ－ポオリエント,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩6分 東京メトロ有楽町線/東池袋駅 歩8分 ＪＲ山手線/大塚駅 歩10分 , 築50年 2階建 ,             1階,7.3万円,3000円,-,7.3万円,1K,23m2
イルヴィラージュ３３５,東京都文京区大塚３, 東京メトロ丸ノ内線/茗荷谷駅 歩9分 東京メトロ有楽町線/護国寺駅 歩16分 都営三田線/千石駅 歩16分 , 築34年 地下1地上5階建 ,             2階,6.8万円,8000円,6.8万円,6.8万円,1K,21.16m2
イルヴィラージュ３３５,東京都文京区大塚３, 東京メトロ丸ノ内線/茗荷谷駅 歩9分 東京メトロ有楽町線/護国寺駅 歩16分 都営三田線/千石駅 歩16分 , 築34年 地下1地上5階建 ,             2階,7.9万円,8000円,7.9万円,7.9万円,1K,23m2
東京メトロ千代田線 千駄木駅 2階建 築37年,東京都文京区千駄木２, 東京メトロ千代田線/千駄木駅 歩5分 東京メトロ南北線/東大前駅 歩10分 ＪＲ山手線/日暮里駅 歩15分 , 築37年 2階建 ,             2階,6.2万円,3000円,-,-,1K,22m2
豊島ヶ丘ハウス,東京都文京区大塚６, 東京メトロ有楽町線/東池袋駅 歩6分 東京メトロ丸ノ内線/新大塚駅 歩10分 ＪＲ山手線/大塚駅 歩16分 , 築51年 6階建 ,             2階,7.5万円,5000円,7.5万円,7.5万円,1K,22m2
クリエイティブSASE,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩5分 ＪＲ山手線/大塚駅 歩10分 都電荒川線/大塚駅前駅 歩10分 , 築39年 2階建 ,             1階,6万円,-,6万円,6万円,ワンルーム,21m2
クリエイティブSASE,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩5分 ＪＲ山手線/大塚駅 歩10分 都電荒川線/大塚駅前駅 歩10分 , 築39年 2階建 ,             2階,6.4万円,2000円,6.4万円,6.4万円,ワンルーム,20m2
クリエイティブSASE,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩5分 ＪＲ山手線/大塚駅 歩10分 都電荒川線/大塚駅前駅 歩10分 , 築39年 2階建 ,             2階,6.7万円,-,6.7万円,6.7万円,ワンルーム,24m2
クリエイティブSASE,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩5分 ＪＲ山手線/大塚駅 歩10分 都電荒川線/大塚駅前駅 歩10分 , 築39年 2階建 ,             2階,6.7万円,-,6.7万円,6.7万円,ワンルーム,21m2
ハイムときわ,東京都文京区小日向２, 東京メトロ丸ノ内線/茗荷谷駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩9分 東京メトロ東西線/神楽坂駅 歩17分 , 築55年 地下1地上2階建 ,             2階,6.6万円,3000円,6.6万円,-,1DK,25.95m2
フラット林,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩8分 東京メトロ千代田線/千駄木駅 歩12分 都営三田線/白山駅 歩13分 , 築56年 2階建 ,             1階,5.9万円,1000円,5.9万円,5.9万円,1K,20m2
フラット林,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩8分 東京メトロ千代田線/千駄木駅 歩12分 都営三田線/白山駅 歩13分 , 築56年 2階建 ,             1階,5.9万円,1000円,5.9万円,-,1K,18m2
フラット林,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩8分 東京メトロ千代田線/千駄木駅 歩12分 都営三田線/白山駅 歩13分 , 築56年 2階建 ,             1階,6.4万円,-,6.4万円,6.4万円,1K,18m2
フラット林,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩8分 東京メトロ千代田線/千駄木駅 歩12分 都営三田線/白山駅 歩13分 , 築56年 2階建 ,             1階,6.5万円,-,6.5万円,6.5万円,1K,20m2
フラット林,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩8分 東京メトロ千代田線/千駄木駅 歩12分 都営三田線/白山駅 歩13分 , 築56年 2階建 ,             1階,6.7万円,-,6.7万円,6.7万円,1K,20m2
TSUKUIマンション,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩8分 都営三田線/白山駅 歩11分 東京メトロ千代田線/千駄木駅 歩12分 , 築36年 3階建 ,             2階,6.8万円,2000円,6.8万円,6.8万円,1K,17m2
TSUKUIマンション,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩8分 都営三田線/白山駅 歩11分 東京メトロ千代田線/千駄木駅 歩12分 , 築36年 3階建 ,             3階,7.8万円,2000円,7.8万円,7.8万円,ワンルーム,22.07m2
東京メトロ南北線 本駒込駅 3階建 築36年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩8分 都営三田線/白山駅 歩11分 東京メトロ千代田線/千駄木駅 歩12分 , 築36年 3階建 ,             2階,6.8万円,2000円,6.8万円,6.8万円,1K,17m2
東京メトロ南北線 本駒込駅 3階建 築36年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩8分 都営三田線/白山駅 歩11分 東京メトロ千代田線/千駄木駅 歩12分 , 築36年 3階建 ,             3階,7.8万円,2000円,7.8万円,7.8万円,ワンルーム,22.07m2
ＪＲ中央線 御茶ノ水駅 8階建 築36年,東京都文京区本郷３, ＪＲ中央線/御茶ノ水駅 歩8分 東京メトロ丸ノ内線/本郷三丁目駅 歩10分 東京メトロ千代田線/湯島駅 歩13分 , 築36年 8階建 ,             3階,10.8万円,10000円,10.8万円,10.8万円,ワンルーム,30.7m2
高橋ビル新館,東京都文京区大塚３, 東京メトロ丸ノ内線/茗荷谷駅 歩10分 東京メトロ有楽町線/護国寺駅 歩14分 東京メトロ丸ノ内線/新大塚駅 歩12分 , 築37年 3階建 ,             2階,7.2万円,4000円,7.2万円,7.2万円,1K,20.71m2
櫻井邸,東京都文京区水道１, 東京メトロ東西線/飯田橋駅 歩12分 東京メトロ有楽町線/江戸川橋駅 歩11分 東京メトロ丸ノ内線/後楽園駅 歩14分 , 築21年 2階建 ,             2階,8.3万円,4880円,8.3万円,-,1K,28.2m2
ラグジュアリーアパートメント文京根津,東京都文京区根津１, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩11分 ＪＲ山手線/鶯谷駅 歩19分 , 築20年 地下1地上11階建 ,             3階,12万円,10000円,-,12万円,ワンルーム,37.94m2
カルダモーム,東京都文京区大塚２, 東京メトロ丸ノ内線/茗荷谷駅 歩4分 東京メトロ有楽町線/護国寺駅 歩9分 東京メトロ丸ノ内線/新大塚駅 歩13分 , 築28年 5階建 ,             1階,5.85万円,9000円,5.85万円,-,1K,17.7m2
カルダモーム,東京都文京区大塚２, 東京メトロ丸ノ内線/茗荷谷駅 歩4分 東京メトロ有楽町線/護国寺駅 歩9分 東京メトロ丸ノ内線/新大塚駅 歩13分 , 築28年 5階建 ,             2階,6.35万円,9000円,6.35万円,-,1K,18.36m2
東京メトロ千代田線 湯島駅 14階建 築18年,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩5分 都営大江戸線/上野御徒町駅 歩5分 , 築18年 14階建 ,             5階,13.5万円,11000円,13.5万円,-,ワンルーム,37.45m2
東京メトロ千代田線 湯島駅 14階建 築18年,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩5分 都営大江戸線/上野御徒町駅 歩5分 , 築18年 14階建 ,             11階,13.7万円,11000円,13.7万円,13.7万円,ワンルーム,37.45m2
弥生ビル,東京都文京区弥生２, 東京メトロ南北線/東大前駅 歩5分 東京メトロ千代田線/根津駅 歩5分 東京メトロ丸ノ内線/本郷三丁目駅 歩16分 , 築48年 4階建 ,             3階,7.5万円,4000円,7.5万円,7.5万円,1K,26.5m2
弥生ビル,東京都文京区弥生２, 東京メトロ南北線/東大前駅 歩5分 東京メトロ千代田線/根津駅 歩5分 東京メトロ丸ノ内線/本郷三丁目駅 歩16分 , 築48年 4階建 ,             3階,7.5万円,4000円,7.5万円,7.5万円,1K,24m2
リバース千駄木,東京都文京区千駄木２, 東京メトロ千代田線/千駄木駅 歩2分 東京メトロ南北線/本駒込駅 歩10分 ＪＲ山手線/日暮里駅 歩11分 , 築27年 3階建 ,             3階,7.5万円,-,7.5万円,7.5万円,ワンルーム,19m2
東京メトロ丸ノ内線 茗荷谷駅 3階建 築40年,東京都文京区千石２, 東京メトロ丸ノ内線/茗荷谷駅 歩6分 都営三田線/千石駅 歩8分 ＪＲ山手線/巣鴨駅 歩20分 , 築40年 3階建 ,             2階,6万円,-,6万円,-,ワンルーム,18.68m2
サイガハウスI,東京都文京区千石２, 東京メトロ丸ノ内線/茗荷谷駅 歩6分 都営三田線/千石駅 歩8分 ＪＲ山手線/巣鴨駅 歩18分 , 築40年 3階建 ,             2階,6万円,-,6万円,-,ワンルーム,18.68m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             5階,6万円,6000円,6万円,6万円,ワンルーム,16m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             7階,6.4万円,3000円,6.4万円,6.4万円,ワンルーム,16m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             8階,6.3万円,5000円,-,-,ワンルーム,15.7m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             9階,6.8万円,7000円,-,-,ワンルーム,15.7m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             1階,6.9万円,7000円,6.9万円,-,1K,18.2m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             9階,6.8万円,8000円,-,-,ワンルーム,15.7m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             9階,7万円,7000円,-,-,ワンルーム,15.7m2
クリオ千駄木壱番館,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 ＪＲ山手線/西日暮里駅 歩14分 , 築29年 11階建 ,             9階,7万円,8000円,-,-,1K,15.7m2
東京メトロ千代田線 根津駅 10階建 築38年,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩13分 ＪＲ山手線/鶯谷駅 歩20分 , 築38年 10階建 ,             3階,6.9万円,6000円,6.9万円,6.9万円,ワンルーム,20m2
東京メトロ千代田線 根津駅 10階建 築38年,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩13分 ＪＲ山手線/鶯谷駅 歩20分 , 築38年 10階建 ,             10階,7.2万円,5000円,7.2万円,-,ワンルーム,17.1m2
東京メトロ千代田線 根津駅 10階建 築38年,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩13分 ＪＲ山手線/鶯谷駅 歩20分 , 築38年 10階建 ,             3階,7.9万円,5000円,7.9万円,7.9万円,ワンルーム,21.76m2
東京メトロ千代田線 根津駅 10階建 築38年,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩13分 ＪＲ山手線/鶯谷駅 歩20分 , 築38年 10階建 ,             9階,9.6万円,-,9.6万円,9.6万円,1DK,26.84m2
ライオンズマンション文京根津,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩11分 ＪＲ山手線/上野駅 歩15分 , 築38年 10階建 ,             10階,7.2万円,5000円,7.2万円,-,ワンルーム,17.1m2
ライオンズマンション文京根津,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩11分 ＪＲ山手線/上野駅 歩15分 , 築38年 10階建 ,             4階,7.2万円,6000円,7.2万円,7.2万円,ワンルーム,23.56m2
ライオンズマンション文京根津,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩11分 ＪＲ山手線/上野駅 歩15分 , 築38年 10階建 ,             3階,7.9万円,5000円,7.9万円,7.9万円,ワンルーム,21.76m2
ライオンズマンション文京根津,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩1分 東京メトロ南北線/東大前駅 歩11分 ＪＲ山手線/上野駅 歩15分 , 築38年 10階建 ,             9階,9.6万円,-,9.6万円,9.6万円,1DK,26.84m2
コ－ポホリ－,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩7分 ＪＲ山手線/大塚駅 歩9分 東京メトロ有楽町線/東池袋駅 歩9分 , 築35年 3階建 ,             3階,6.4万円,-,6.4万円,-,ワンルーム,15.5m2
ライオンズマンション音羽,東京都文京区音羽１, 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩15分 , 築35年 10階建 ,             9階,6.4万円,3000円,6.4万円,6.4万円,ワンルーム,23.76m2
ライオンズマンション音羽,東京都文京区音羽１, 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩15分 , 築35年 10階建 ,             2階,7万円,4000円,7万円,-,ワンルーム,22.95m2
ライオンズマンション音羽,東京都文京区音羽１, 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩15分 , 築35年 10階建 ,             2階,7.8万円,-,-,7.8万円,1K,27.99m2
ライオンズマンション音羽,東京都文京区音羽１, 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩15分 , 築35年 10階建 ,             10階,7.5万円,3000円,7.5万円,7.5万円,ワンルーム,22.95m2
ライオンズマンション音羽,東京都文京区音羽１, 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ有楽町線/江戸川橋駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩15分 , 築35年 10階建 ,             10階,7.5万円,3000円,7.5万円,7.5万円,ワンルーム,22.95m2
パストラル動坂,東京都文京区本駒込４, ＪＲ山手線/田端駅 歩10分 ＪＲ山手線/西日暮里駅 歩13分 ＪＲ山手線/駒込駅 歩13分 , 築30年 10階建 ,             3階,7.3万円,6000円,-,7.3万円,1K,25.64m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             6階,7.2万円,15000円,-,7.2万円,ワンルーム,21.77m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             10階,8.1万円,6000円,8.1万円,8.1万円,ワンルーム,20.97m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             6階,7.3万円,15000円,-,7.3万円,ワンルーム,21.77m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             12階,9.6万円,10500円,-,9.6万円,ワンルーム,20.97m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             10階,11.9万円,6000円,11.9万円,11.9万円,ワンルーム,21.77m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             7階,11.6万円,10000円,11.6万円,11.6万円,ワンルーム,33.6m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             9階,11.9万円,10000円,11.9万円,11.9万円,ワンルーム,33.17m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             11階,12.3万円,10500円,-,12.3万円,ワンルーム,33.6m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             7階,12.6万円,10000円,12.6万円,12.6万円,ワンルーム,33.6m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             7階,13.3万円,10500円,-,13.3万円,ワンルーム,33.6m2
東京メトロ千代田線 千駄木駅 12階建 築22年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 東京メトロ千代田線/根津駅 歩12分 , 築22年 12階建 ,             8階,13.5万円,10500円,-,13.5万円,1K,33.6m2
クレイン音羽,東京都文京区音羽２, 東京メトロ有楽町線/護国寺駅 歩1分 東京メトロ丸ノ内線/茗荷谷駅 歩10分 東京メトロ丸ノ内線/新大塚駅 歩15分 , 築29年 9階建 ,             5階,7.4万円,-,7.4万円,-,1K,22.03m2
クレイン音羽,東京都文京区音羽２, 東京メトロ有楽町線/護国寺駅 歩1分 東京メトロ丸ノ内線/茗荷谷駅 歩10分 東京メトロ丸ノ内線/新大塚駅 歩15分 , 築29年 9階建 ,             8階,11.3万円,-,11.3万円,-,ワンルーム,36.8m2
竹澤コーポ,東京都文京区根津２, ＪＲ山手線/上野駅 歩12分 東京メトロ千代田線/根津駅 歩3分 東京メトロ南北線/東大前駅 歩10分 , 築44年 2階建 ,             1階,6万円,-,6万円,6万円,1K,18m2
竹澤コーポ,東京都文京区根津２, ＪＲ山手線/上野駅 歩12分 東京メトロ千代田線/根津駅 歩3分 東京メトロ南北線/東大前駅 歩10分 , 築44年 2階建 ,             1階,6.3万円,-,6.3万円,6.3万円,1K,20.3m2
竹澤コーポ,東京都文京区根津２, ＪＲ山手線/上野駅 歩12分 東京メトロ千代田線/根津駅 歩3分 東京メトロ南北線/東大前駅 歩10分 , 築44年 2階建 ,             1階,6.3万円,-,6.3万円,6.3万円,1K,20.3m2
東京メトロ有楽町線 護国寺駅 4階建 築37年,東京都文京区大塚２, 東京メトロ有楽町線/護国寺駅 歩6分 東京メトロ丸ノ内線/新大塚駅 歩10分 東京メトロ丸ノ内線/茗荷谷駅 歩8分 , 築37年 4階建 ,             3階,6.1万円,5000円,-,-,ワンルーム,17.55m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             1階,7.5万円,-,7.5万円,7.5万円,ワンルーム,14.04m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             1階,7.5万円,-,7.5万円,7.5万円,ワンルーム,14.04m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             3階,7.5万円,-,15万円,7.5万円,ワンルーム,14.04m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             1階,7.5万円,-,7.5万円,7.5万円,ワンルーム,14.04m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             1階,7.2万円,3000円,7.2万円,7.2万円,ワンルーム,14.04m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             3階,7.7万円,-,15.4万円,7.7万円,ワンルーム,16.53m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             3階,7.4万円,3000円,7.4万円,7.4万円,ワンルーム,16.2m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             1階,9.5万円,-,9.5万円,9.5万円,ワンルーム,28.08m2
都営大江戸線 春日駅 3階建 築37年,東京都文京区本郷５, 都営大江戸線/春日駅 歩8分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩10分 , 築37年 3階建 ,             3階,9.7万円,-,9.7万円,9.7万円,ワンルーム,29.86m2
ＪＲ山手線 駒込駅 4階建 築43年,東京都文京区本駒込５, ＪＲ山手線/駒込駅 歩7分 都営三田線/千石駅 歩12分 ＪＲ京浜東北線/田端駅 歩13分 , 築43年 4階建 ,             3階,6万円,3000円,6万円,-,1K,20m2
山中ビル,東京都文京区千駄木２, 東京メトロ千代田線/千駄木駅 歩4分 ＪＲ山手線/西日暮里駅 歩13分 東京メトロ南北線/東大前駅 歩10分 , 築51年 7階建 ,             4階,7.3万円,1000円,7.3万円,7.3万円,1K,22.84m2
山中ビル,東京都文京区千駄木２, 東京メトロ千代田線/千駄木駅 歩4分 ＪＲ山手線/西日暮里駅 歩13分 東京メトロ南北線/東大前駅 歩10分 , 築51年 7階建 ,             3階,7.9万円,1000円,7.9万円,7.9万円,1K,21.96m2
山中ビル,東京都文京区千駄木２, 東京メトロ千代田線/千駄木駅 歩4分 ＪＲ山手線/西日暮里駅 歩13分 東京メトロ南北線/東大前駅 歩10分 , 築51年 7階建 ,             3階,7.9万円,1000円,7.9万円,7.9万円,ワンルーム,20.39m2
ニューアート本郷,東京都文京区本郷１, 都営三田線/春日駅 歩4分 東京メトロ丸ノ内線/後楽園駅 歩4分 都営三田線/水道橋駅 歩5分 , 築43年 5階建 ,             3階,7.8万円,-,7.8万円,7.8万円,1K,21m2
都営三田線 白山駅 5階建 築48年,東京都文京区白山５, 都営三田線/白山駅 歩3分 東京メトロ南北線/本駒込駅 歩9分 東京メトロ南北線/東大前駅 歩13分 , 築48年 5階建 ,             3階,10.2万円,3000円,10.2万円,-,1DK,34m2
グレースカトレア,東京都文京区湯島２, 東京メトロ千代田線/湯島駅 歩4分 東京メトロ銀座線/末広町駅 歩7分 東京メトロ銀座線/上野広小路駅 歩10分 , 築53年 5階建 ,             3階,12万円,5000円,12万円,12万円,1DK,36.71m2
コーポめぐみ,東京都文京区音羽１, 東京メトロ丸ノ内線/茗荷谷駅 歩14分 東京メトロ有楽町線/江戸川橋駅 歩5分 東京メトロ東西線/神楽坂駅 歩14分 , 築42年 2階建 ,             2階,5.6万円,-,5.6万円,5.6万円,1K,15.1m2
東京メトロ千代田線 千駄木駅 11階建 築29年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 日暮里・舎人ライナー/西日暮里駅 歩12分 , 築29年 11階建 ,             5階,6万円,6000円,6万円,6万円,ワンルーム,15.73m2
東京メトロ千代田線 千駄木駅 11階建 築29年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 日暮里・舎人ライナー/西日暮里駅 歩12分 , 築29年 11階建 ,             7階,6.4万円,3000円,-,-,ワンルーム,16m2
東京メトロ千代田線 千駄木駅 11階建 築29年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 日暮里・舎人ライナー/西日暮里駅 歩12分 , 築29年 11階建 ,             8階,6.3万円,5000円,-,-,ワンルーム,15.7m2
東京メトロ千代田線 千駄木駅 11階建 築29年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 日暮里・舎人ライナー/西日暮里駅 歩12分 , 築29年 11階建 ,             9階,6.8万円,7000円,-,-,ワンルーム,15.7m2
東京メトロ千代田線 千駄木駅 11階建 築29年,東京都文京区千駄木３, 東京メトロ千代田線/千駄木駅 歩1分 ＪＲ山手線/日暮里駅 歩11分 日暮里・舎人ライナー/西日暮里駅 歩12分 , 築29年 11階建 ,             9階,7万円,8000円,-,-,ワンルーム,15.7m2
